REF;Marca;Nome do Produto;Linha;Valor;Descrição Geral;Código de Barras;;Modo de Uso;Composição;Link do Produto
1892;Grandha;Kit Dry Confort Flores & Vegetais;Kits Completos;254.75;"
KIT DRY CONFORT FLORES & VEGETAIS
Ideal para combate à oleosidade excessiva. O kit Dry Confort, da linha de terapia capilar, Flores e Vegetais, é a tradicional combinação da arnica montana, com o capim-limão, potencializados com o óleo essencial de melaleuca para raízes oleosas e pontas secas.
Kit composto por:
Dry Confort Shampoo 300ml
Dry Confort Conditioner 240g
Dry Confort Liquid Control 13ml
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Com arnica montana, capim limão e óleo essencial de melaleuca.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.





                Largura
            

                15.00 cm
            




                Altura
            

                22.00 cm
            




                Comprimento
            

                15.00 cm
            




                Peso
            

                715.00 g
            


";7.89831E+12;'7898305625355;"


MODO DE USO
1. Aplique o Dry Confort Shampoo nos cabelos previamente molhados, massageie abundantemente e enxágue. Repita a operação e aproveite ao máximo o efeito hidratante da espuma. Enxágue os cabelos.
 
2. Aplique o Dry Confort Conditioner nos cabelos lavados, ainda úmidos e massageie as mechas, promovendo desembaraço e alinhamento dos cabelos. Deixe agir por 5 minutos e enxágue.
 
3. Aplique o Dry Confort Liquid Control nos cabelos e no couro cabeludo ainda úmidos. Massageie e não enxágue. Seu uso constante promove o equilíbrio hidrolipídico dos cabelos, melhorando suas condições gerais e seu controle estático.

"; ;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/kit-dry-confort-flores-vegetais
1888;Grandha;Kit Fito Capillus Eucalyptus;Kits Completos;338.11;"
KIT FITO CAPILLUS EUCALYPTUS
O kit Fito Capillus Eucalyptus é orientado para combate ao estresse com o máximo conforto na terapia do banho. Sugerido para os banhos noturnos, com a finalidade de melhorar a qualidade do sono e do descanso. Combina um exclusivo componente biotecnológico de atividade seborreguladora com potencial biomodulador do sistema de defesa imunoinflamatório, auxiliado pela associação de três poderosos óleos essenciais com uma matriz anti-inflamatória. Confere ótimo aspecto à pele e garante o equilíbrio da microbiota, priorizando sua saúde e bem-estar.
Kit composto por:
Eucalyptus Shampoo 250ml
Eucalyptus Balm Conditioner 240g
Eucalyptus Body Soap 360ml


MODO DE USO

Aplique o Eucalyptus Shampoo nos cabelos úmidos, massageie-os suavemente e enxágue-os. Repita a operação e deixe o produto interagir com os cabelos por ao menos 3 minutos, massageando o couro cabeludo e toda a extensão da fibra capilar. Se houver necessidade, repita a operação pela terceira vez.
	 
Aplique o Eucalyptus Balm Conditioner nos cabelos úmidos logo após o uso do xampu e siga massageando suavemente o couro cabeludo e toda a extensão da fibra capilar. Deixe o produto interagir por ao menos 3 minutos e massageie o couro cabeludo e os cabelos usando os movimentos da reflexologia epicraniana. Enxágue com água morna a fria. Nunca use água muito quente para os serviços de terapias capilares.
	 
Aplique o Eucalyptus Body Soap durante o ritual do banho em toda a extensão do corpo e, especialmente, nas juntas e articulações. Massageie suavemente a fim de gerar espuma. Deixe o produto agir por 2 minutos e enxágue. Repita a operação e deixe o produto interagir por ao menos 3 minutos. Durante o contato com o produto, faça respirações profundas e explore o bom espalhamento da espuma em toda a extensão do corpo.



INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Previne os efeitos do estresse e atua no controle da microbiota do couro cabeludo.
Com óleos essenciais de cânfora branca, bergamota e eucalipto globulus.





                Largura
            

                15.00 cm
            




                Altura
            

                23.00 cm
            




                Comprimento
            

                15.00 cm
            




                Peso
            

                1000.00 g
            


";kit;'kit;"



";;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/kit-fito-capillus-eucalyptus
1897;Grandha;Kit Mix Oil Coconut & Argan;Kits Completos;578.79;"
KIT MIX OIL COCONUT & ARGAN
Ideal para o pós-praia ou pós-piscina, o kit Mix Oil Coconut & Argan é rico em antioxidantes, pois conta com óleo de coco e óleo de argan em sua composição. Atua de forma a desacelerar o envelhecimento natural dos cabelos, proporcionando um brilho incrível, além do frescor do cheirinho de coco. Controle hidrolipídico dos fios. Brilho e sedosidade com ação antioxidante.
Kit composto por:
Moisture Shampoo 300ml
Verniz Texture 280g
Power Moisturizing Cream 300g
Acqua Soft 200ml
Premium Vital Supply 50ml


MODO DE USO
Aplique o Moisture Shampoo nos cabelos úmidos, massageie-os intensamente e enxágue-os. Repita a operação e deixe o produto nos cabelos por 3 minutos. Novamente, massageie e estimule a fibra capilar. Enxágue. Se houver necessidade, repita a operação.
Aplique o condicionador Verniz Texture nos cabelos ainda úmidos e massageie-os mecha a mecha, até promover o completo desembaraço dos fios. Aguarde 5 minutos e enxágue.
Aplique o Power Moisturizing Cream sobre os cabelos limpos e levemente úmidos. Massageie-os delicadamente, mecha a mecha, promovendo desembaraço e contato completo com o produto. Deixe o produto agir por 10 minutos e remova-os com água morna e movimentos suaves.
Aplique o Premium Vital Supply sobre os cabelos secos ou levemente úmidos e espalhe-o com as mãos com movimentos livres para modelar os cabelos. Não enxágue. Use antes e depois da exposição à praia ou piscina.
Após o banho, pulverize o Acqua Soft sobre o corpo e o cabelo, espalhando-o com as mãos para hidratar e refrescar pele e cabelos. Ideal para os momentos de praia e piscina, é excelente para suavizar a pele e preservar os cabelos expostos ao sol.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Ideal para o pós-praia e pós-piscina.
Com óleos de coco e argan.
Limpeza suave para cabelos ressecados e saturados por processos químicos.
Condicionador polinutritivo para reparação e polimento dos fios.
Máscara polinutritiva para compensação hidrolipídica dos cabelos.
Blend especial de ação polinutritiva e reparadora dos fios.
Água de coco refrescante para o corpo e cabelo, com um toque de óleo essencial de lavanda francesa.





                Largura
            

                25.00 cm
            




                Altura
            

                25.00 cm
            




                Comprimento
            

                25.00 cm
            




                Peso
            

                1150.00 g
            


";kit;'kit;"



";;https://www.lojagrandha.com.br/manutencao-diaria/kit-mix-oil-coconut-argan
1898;Grandha;Kit Revitamax Home Care;Kits Completos;276.76;"
KIT REVITAMAX
Revitalizador do cabelo danificado e poroso, o Kit Revitamax exerce limpeza suave e atua na melhoria da fibra capilar. 
Uma associação inédita de tensoativos especiais e coemulsionantes de ação nutritiva dos fios, capaz de proteger e reparar os danos mais intensos da fibra, combinado com sistema integrado de ação revitalizante do sistema capilar, destacando a leveza e o conforto nos rituais de beleza.
Uma fórmula verde com foco nos princípios de sustentabilidade e aplicações inteligentes da fitoterapia cosmética, combinando os efeitos de reposição lipídica dos óleos vegetais de aloe vera, semente de uva e damasco, com o toque delicado dos óleos essenciais de laranja doce, canela cássia e cravo folha, ideal para o couro cabeludo sensível e recuperação do bom desempenho do sistema capilar.
Kit composto por:
Revitamax Shampoo 250 ml
Revitamax Mask Conditioner 300 g
Revitamax Progressive Leave-in 150 g
 
MODO DE USO

Aplique o Revitamax Shampoo nos cabelos molhados e massageie delicadamente o couro cabeludo, estendendo a aplicação no comprimento dos fios. Deixe agir por 3 minutos e enxágue. Repita a operação, estimulando o desembaraço dos cabelos com o próprio Revitamax Shampoo.
	 
Aplique o Revitamax Mask Conditioner nos cabelos úmidos logo após a lavagem. Massageie delicadamente o couro cabeludo, estendendo a aplicação ao longo dos fios. Estimule o desembaraço dos cabelos com o próprio Revitamax Mask Conditioner. Deixe agir por 10 minutos e enxágue.
	 
Aplique o Revitamax Progressive Leave-in sobre os cabelos limpos e levemente úmidos e distribua o produto mecha a mecha ao longo de todo o comprimento, estilizando os cabelos. Modele com as mãos ou com a ajuda de um secador. Não enxágue. Não aplique ese produto no couro cabeludo.


INFORMAÇÕES IMPORTANTES

Nova fórmula.
Revitalização da fibra e recuperação de cabelos quebradiços e secos.
Dermatologicamente testado.
Fitoterapia de alto desempenho com óleos vegetais preservados.





                Largura
            

                14.00 cm
            




                Altura
            

                18.00 cm
            




                Comprimento
            

                14.00 cm
            




                Peso
            

                720.00 g
            


";kit;'kit;"



";;https://www.lojagrandha.com.br/manutencao-diaria/kit-revitamax-home-care
1899;Grandha;Kit Straight Home Care;Kits Completos;249.2;"
KIT STRAIGHT HOME CARE
Cuidado diário do cabelo liso por alisamento ou relaxamento. Ideal para a manutenção diária para cabelos alisados com Hidróxido de Sódio ou Guanidina. O Straight System Home Care é um sistema desenvolvido para o cuidado do cabelo liso que tenha passado por processo de alisamento ou relaxamento através da aplicação de procedimentos como o Hidróxido de Sódio e o Hidróxido de Guanidina. Além de hidratar os fios, proporciona também uma notável redução e controle de volume.
Uma associação inteligente de tensoativos especiais para uma limpeza suave e delicada, capaz de proteger e preservar a fibra dos cabelos quimicamente processados, destacando a leveza e o conforto nos rituais de beleza. Fórmula verde com foco nos princípios da sustentabilidade e aplicações inteligentes da fitoterapia cosmética.
Combina os efeitos de reposição lipídica dos óleos vegetais de abacate, coco e algodão, com o toque delicado dos óleos essenciais de melaleuca, sândalo e capim limão, para uma sensação de ampla limpeza no couro cabeludo e máxima sedosidade da fibra capilar.
Kit composto por:
Straight Shampoo 250 ml
Straight Conditioner 240 g
Oil Cup Leave-on 150 g


MODO DE USO

Aplique o Straight Shampoo nos cabelos molhados e massageie delicadamente o couro cabeludo, estendendo a aplicação do produto ao longo de todo o comprimento dos fios. Deixe o produto agir por 3 minutos. Enxágue. Repita a operação, estimulando o desembaraço dos cabelos com o próprio Straight Shampoo.
	 
Após lavar os cabelos com o Straight Shampoo, aplique o Straight Conditioner nos cabelos levemente úmidos e massageie-os delicadamente, mecha a mecha, até o completo desembaraço manual dos fios, sem auxílio de pente. Enxágue e finalize os cabelos com o modelador apropriado e de sua preferência.
	 
Aplique o Oil Cup Leave-on e distribua-o uniformemente sobre os cabelos limpos e levemente úmidos. Estilize os cabelos mecha a mecha, explorando todo o comprimento dos fios. Modele-os com as mãos ou com o auxílio de um secador ou difusor. Não enxágue.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Manutenção de cabelos alisados por hidróxido de sódio ou guanidina.
Controle de volume com naturalidade.
Contém óleos essenciais de melaleuca, sândalo e capim-limão.
Efeito hidratante para redução e controle do volume.





                Largura
            

                9.00 cm
            




                Altura
            

                19.00 cm
            




                Comprimento
            

                10.00 cm
            




                Peso
            

                660.00 g
            


";kit;'kit;"



";;https://www.lojagrandha.com.br/manutencao-diaria/kit-straight-system-home-care
1891;Grandha;Kit Urbano Spa Black;Kits Completos;357.42;"
KIT URBANO SPA BLACK
Especialmente criado para aplicação em tratamentos de queda capilar, Urbano Spa Black é um sistema integrado de fatores de crescimento nanoparticulados que atuam em sinergia no favorecimento da recuperação capilar e na biomodulação do folículo piloso. Estabelece ação simultânea em três diferentes rotas, combatendo a atrofia folicular induzida pela DHT e melhorando o processo de síntese proteica.

Composto por 3 produtos:
Black Pearl Shampoo 250 ml
Coacervado Ultra Resist 120 g
Magma Power Growth Factors 30 ml


MODO DE USO

Aplique o Black Pearl Shampoo nos cabelos úmidos, massageie-os suavemente e deixe o produto agir por 2 minutos antes do enxágue. Repita a operação com mais uma pausa de 2 minutos e enxágue abundantemente.
	 
Aplique o Coacervado Ultra Resist nos cabelos úmidos, massageie-os suavemente mecha a mecha até promover o total desembaraço dos cabelos. Deixe o produto agir por 10 minutos e enxágue.
	 
Aplique o Magma Power Growth Factors no couro cabeludo, ainda levemente umedecido, massageie-o suavemente para estimular a melhor absorção do produto e não enxágue. Este produto é ideal para terapias noturnas, portanto aplique após o banho e permaneça com o produto no couro cabeludo por toda a noite. Retire-o somente pela manhã seguinte com a lavagem normal dos cabelos.



INFORMAÇÕES IMPORTANTES

Preservação e renovação da fibra capilar.
Reparação extrema e redensificação da fibra capilar (engrossa fios ralinhos).
Crescimento capilar e biomodulação do folículo piloso.
Não testado em animais.
Dermatologicamente testado.
A mais avançada tecnologia mundial para tratamento de queda capilar.





                Largura
            

                14.00 cm
            




                Altura
            

                14.00 cm
            




                Comprimento
            

                14.00 cm
            




                Peso
            

                400.00 g
            


";7.89831E+12;'7898305625348;"



";;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/kit-urbano-spa-black
1890;Grandha;Kit Touch Energy Flores & Vegetais;Kits Completos;254.75;"
KIT TOUCH ENERGY FLORES & VEGETAIS
Ajuda na formação de colágeno, alivia tensão e o estresse. Touch Energy traz energia, harmonização e profunda revitalização dos fios. Com óleo essencial de laranja doce. O Leave-On Touch Energy, da linha de terapia capilar, Flores e Vegetais, traz um toque de energia do óleo essencial de laranja doce, com a vibração e a intensidade do gengibre e do guaraná, para revitalizar os cabelos e estimular o sistema capilar.
Kit composto por:
Touch Energy Shampoo 300ml
Touch Energy Power Gel 240g
Leave-on Touch Energy 120g


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Produto cosmecêutico.
Com guaraná, gengibre e óleo essencial de laranja doce.
Ajuda na formação de colágeno, alivia tensão e estresse.





                Largura
            

                15.00 cm
            




                Altura
            

                20.00 cm
            




                Comprimento
            

                15.00 cm
            




                Peso
            

                715.00 g
            


";7.89831E+12;'7898305625331;"


MODO DE USO
1. Aplique o Touch Energy Shampoo nos cabelos previamente molhados, massageie-os abundantemente e enxágue-os. Repita a operação e aproveite ao máximo o efeito hidratante da espuma. Enxágue os cabelos.
 
2. Aplique o Touch Energy Power Gel no couro cabeludo ainda levemente umedecido, após a lavagem dos cabelos. Massageie lentamente para estimular a melhor absorção do produto e estenda a aplicação por todos o cabelo. Aguarde 10 minutos e enxágue. Este produto também pode ser aplicado em terapias noturnas. Aplique após o banho e permaneça com o produto nos cabelos durante toda a noite. Retire-o somente na manhã seguinte com a lavagem normal dos cabelos.
 
3. Aplique o Touch Energy Leave-on nos cabelos lavados e ainda úmidos e espalhe o produto cuidadosamente por todo o cabelo. Não enxágue. A finalização com uso do secador e/ou chapinha é opcional.

"; ;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/kit-touch-energy-flores-vegetais
1889;Grandha;Kit Flowers Flores & Vegetais;Kits Completos;254.75;"
KIT FLOWERS FLORES & VEGETAIS
Suavizante do couro cabeludo, trata cabelos finos e delicados. A linha Flowers atua na suavização do couro cabeludo, tratando cabelos finos e delicados. O kit Flowers, da linha de terapia capilar, Flores e Vegetais, une a elegância e o equilíbrio do óleo essencial de palmarosa com a delicadeza do girassol e da camomila para suavizar o couro cabeludo mais sensível e os cabelos mais finos e delicados.
Kit composto por:
Flowers Shampoo 300ml
Flowers Conditioner 240g
Flowers Leave-on 120g

INFORMAÇÕES IMPORTANTES

Não testado em animais.
Certificado pela ABT - Academia Brasileira de Tricologia.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.
Dermatologicamente testado.
Com girassol, camomila e óleo essencial de palmarosa.





                Largura
            

                15.00 cm
            




                Altura
            

                20.00 cm
            




                Comprimento
            

                15.00 cm
            




                Peso
            

                370.00 g
            


";7.89831E+12;'7898305625324;"


MODO DE USO
1. Aplique o Flowers Shampoo nos cabelos previamente molhados e massageie abundantemente e enxágue. Repita a operação e aproveite ao máximo o efeito hidratante da espuma. Enxágue os cabelos.
2. Aplique o Flowers Conditioner nos cabelos lavados e ainda úmidos e massageie as mechas, promovendo o desembaraço e alinhamento dos cabelos. Deixe agir por 5 minutos e enxágue os cabelos.
3. Aplique o Flowers Leave-on nos cabelos lavados e ainda úmidos e espalhe o produto cuidadosamente por todo o cabelo. Não enxágue. A finalização com uso do secador e/ou chapinha é opcional.

"; ;https://www.lojagrandha.com.br/manutencao-diaria/kit-flowers-flores-vegetais
1901;Grandha;Kit Urbano Spa Blue Hair Therapy;Kits Completos;481.81;"
KIT URBANO SPA BLUE
O Urbano Spa Blue Hair Therapy é uma composição de benefícios exclusivos que promove limpeza extrema e uma completa terapia capilar com reposição de queratina. Combate queda capilar e oleosidade excessiva. Equilíbrio hormonal e metabólico.
Kit composto por:
Urbano Spa Blue Amino Complex Hair Therapy 250ml
Urbano Spa Blue Cleaner Gel Pre-Shampoo 120g
Urbano SPa Blue Soft Mind Shampoo 250ml
Urbano Spa Blue Vital Energy Scalp Therapy 120g


MODO DE USO

Aplique o Cleaner Gel Pré-Shampoo diretamente no couro cabeludo ainda seco e antes do banho, promovendo seu espalhamento por meio de massagem capilar. Deixe agir por 5 minutos e enxágue abundantemente. Siga o procedimento cosmético conforme necessidade do cliente.
	 
Aplique o Soft Mind Shampoo nos cabelos úmidos, massageie intensamente e enxágue. Repita a operação e deixe o produto interagir com os cabelos por 2 minutos, massageando e estimulando a fibra capilar. Enxágue. Se houver necessidade, repita a operação.
	 
Aplique o Amino Complex Hair Therapy nos cabelos e no couro cabeludo ainda úmidos. Massageie e não enxágue. Seu uso constante promove equilíbrio hidrolipídico dos cabelos, melhorando suas condições gerais e seu controle estático.
	 
Aplique o Vital Energy Scalp Therapy no couro cabeludo ainda levemente umedecido, massageie lentamente para estimular a melhor absorção do produto e não enxágue. Este produto é ideal para terapias noturnas, portanto aplique após o banho e permaneça com o produto nos cabelos por toda a noite. Retire-o somente pela manhã no dia seguinte com a lavagem normal dos cabelos.



INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Tratamento de calvície, alopecia, queda capilar e outras condições do couro cabeludo.





                Largura
            

                20.00 cm
            




                Altura
            

                23.00 cm
            




                Comprimento
            

                20.00 cm
            




                Peso
            

                850.00 g
            


";7.89831E+12;'7898305625317;"



Aplique o Cleaner Gel Pré-Shampoo diretamente no couro cabeludo ainda seco e antes do banho, promovendo seu espalhamento por meio de massagem capilar. Deixe agir por 5 minutos e enxágue abundantemente. Siga o procedimento cosmético conforme necessidade do cliente.
Aplique o Soft Mind Shampoo nos cabelos úmidos, massageie intensamente e enxágue. Repita a operação e deixe o produto interagir com os cabelos por 2 minutos, massageando e estimulando a fibra capilar. Enxágue. Se houver necessidade, repita a operação.
	 
Aplique o Amino Complex Hair Therapy nos cabelos e no couro cabeludo ainda úmidos. Massageie e não enxágue. Seu uso constante promove equilíbrio hidrolipídico dos cabelos, melhorando suas condições gerais e seu controle estático.
	 
Aplique o Vital Energy Scalp Therapy no couro cabeludo ainda levemente umedecido, massageie lentamente para estimular a melhor absorção do produto e não enxágue. Este produto é ideal para terapias noturnas, portanto aplique após o banho e permaneça com o produto nos cabelos por toda a noite. Retire-o somente pela manhã no dia seguinte com a lavagem normal dos cabelos.


";;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/kit-urbano-spa-blue-hair-therapy
3572;Grandha;Fatores de Crescimento para Barba 30ml;Vita Hominis - Volcano Power Growth Factors;100.19;"
VOLCANO POWER GROWTH FACTORS VITA HOMINIS
O Volcano Power Growth Factors carrega consigo um complexo conjunto de fatores e cofatores de crescimento nanoparticulados. Este conjunto é biocompatível com a pele e enriquecido com óleos essenciais delicadamente selecionados, tais como: tomilho, lavanda francesa, hortelã-pimenta e alecrim. Este blend excepcional dá forma a um sistema inteligente de liberação controlada, o qual favorece o metabolismo folicular a acelera o crescimento dos pelos. Uma barba mais forte, densa e marcante para o homem urbano.


NANOFATORES DE CRESCIMENTO
Fórmula poderosa que atua sob um princípio de ação combinada. Diversifica rotas de atuação, promove vasodilatação na pele e nutrição aprimorada aos folículos da barba. Conta com o exclusivo octapeptídeo-2, um peptídeo bioidêntico com ações simultâneas de reparação da estrutura folicular e estímulo do crescimento de novos fios, combinado ao IGF (Fator de Crescimento Insulínico) e uma carga extra de vitaminas do Complexo B. Tudo isso numa base fitoterápica de poderosos óleos essenciais. Uma sensação única de terapia da barba e cuidado para o homem moderno.

Nanofator IGF: fator de crescimento insulínico
Reverte o atrofia folicular e aumenta o tamanho dos folículos (bulbos) em poucos dias. Acelera o processo de mitose, pormove aceleração e qualificação do rendimento capilar.
Octapeptídeos-2: cofator de crescimento
Peptídeos bioidênticos com distintas frentes de ação: estimula o crescimento dos cabelos, promove o aumento de tamanho do bulbo capilar, controla o excesso de oleosidade, normaliza a produção de melanina, auxilia a cicatrização da pele do rosto e oferece melhor condição biológica para o crescimento da barba.
Trichogen
Um poderoso complexo de vitamina B com pantenol, aminoácidos e precursores de aminoácidos, combinados a uma dosagem calculada de cafeína, para a suplementação folicular e balanceamento das atividades biológicas do sistema capilar.


INFORMAÇÕES IMPORTANTES

Certificado pela ABT - Academia Brasileira de Tricologia.
Dermatologica e clinicamente testado.
Estimula o crescimento da barba ao fortalecer e biomodular o folículo piloso.
Com nanofatores de crescimento.
Com óleos essenciais de tomilho, lavanda francesa, hortelã-pimenta e alecrim.
Não testado em animais.



 




                Largura
            

                4.00 cm
            




                Altura
            

                7.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                45.00 g
            


";7.89831E+12;'7898305625171;"


MODO DE USO
Aplique o Volcano Power Growth Factors sobre a pele do rosto, após o banho e/ou antes de dormir. Faça uma massagem suave com as mãos para uma melhor absorção do produto. Realize aplicações diárias e por tempo prolongado para obter uma barba mais forte, cheia e marcante. Ideal para terapias noturnas. Não enxágue. Retire-o somente na manhã seguinte com a lavagem normal do rosto e da barba.

";Água, Propilenoglicol, Cafeína Anidra, Benzoato de Sódio, Edetato Dissódico Di-hidratado, Óleo de Glicina Soja, Glicerol, Lecitina Hidrogenada, Oleato de Sódio, Octapeptídeo-2, Arginina, Acetiltirosina, Dimeticona Copoliol, Pantotenato de Cálcio, Gluconato de Zinco, Nicotinamida, Cloridrato de Ornitina, Poliquatérnio-11, Citrulina, Proteína de Soja Hidrolisada, Glucosamina HCL, Extrato de raiz de Arctium Majus, Extrato de raiz de Panax Ginseng, Biotina, Succinato de Sódio, RH-Oligopeptídeo-2, Óleo de Rícino Hidrogenado Etoxilado, Perfume, Etilexilglicerina, Fenoxietanol, Crospolímero de Acrilatos/ Acrilato de Alquila C10-30, Aminometil Propanol, Levomentol, Óleo de Mentha Piperita, Óleo da Flor/Folha de Thymus Vulgaris, Óleo de Lavanda, Óleo da Folha de Rosmarinus Officinalis, Salicilato de Benzila, Limoneno, Linalol.;https://www.lojagrandha.com.br/linha-masculina/volcano-power-growth-factors-30-ml
3563;Grandha;Óleo para Barba Texture & Shine 30ml;Vita Hominis -  Beard Oil;56.34;"
TEXTURE & SHINE BEARD OIL VITA HOMINIS
Sílica especial para destacar brilho e textura da barba. Apoia-se em concentrações personalizadas de óleos essenciais de sândalo amyris e patchouli. Um toque especial para destacar os traços e a personalidade marcante do homem urbano.


INFORMAÇÕES IMPORTANTES

Dermatologicamente testado.
Sílica especial para otimização de brilho e textura da barba.
Com óleos essenciais de sândalo amyris e patchouli.
Não testado em animais.





                Largura
            

                4.00 cm
            




                Altura
            

                8.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                50.00 g
            


";7.89831E+12;'7898305625256;"


MODO DE USO
Aplique o Texture & Shine Beard Oil na barba seca e estilize-a com as mãos. Se preferir, utilize também um secador manual. Não enxágue.

";Decametilciclopentasiloxano, Dimeticona, Perfume, Crospolímero de Dimeticona, Óleo da Casca de  Sândalo Ocidental, Óleo da Folha de Patchouli, Alpha-Isometil Ionona, Salicilato de Benzila, Citral, Limoneno, Hexil Cinamal, Hidroxicitronelal, Linalol.;https://www.lojagrandha.com.br/linha-masculina/texture-shine-beard-oil-30-ml
3561;Grandha;Shampoo para Cabelo e Barba 250ml;Vita Hominis - Symbiotic Hair;72.34;"
SYMBIOTIC HAIR & BEARD SHAMPOO VITA HOMINIS
Formulação cosmecêutica com alto potencial de limpeza e uma experiência olfativa caracterizada por sua marcante aplicação fitoterápica. Carrega consigo uma combinação sofisticada de óleos essenciais de melaleuca, sândalo amyris, limão siciliano e tomilho. Este poderoso blend favorece o sistema autoimune, regula a microbiota do couro cabeludo e previne os efeitos nocivos da poluição e do estresse oxidativo, constantes na vida agitada do homem urbano.


INFORMAÇÕES IMPORTANTES

Certificado pela ABT - Academia Brasileira de Tricologia.
Dermatologicamente testado.
Previne o estresse oxidativo e auxilia no controle da microbiota do couro cabeludo.
Não testado em animais.





                Largura
            

                4.00 cm
            




                Altura
            

                15.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                300.00 g
            


";7.89831E+12;'7898305625218;"


MODO DE USO
Aplique o Symbiotic Hair & Beard Shampoo nos cabelos úmidos, massageie-os intensamente e enxágue-os. Repita a aplicação e promova a interação do produto com cabelos e barba, massageando a ambos por 2 minutos. Enxágue e repita o processo, se necessário.

";Água, Lauriletersulfato de Sódio, Cocamidopropil Betaína, Glicerina, Dietanolamina Cocamida, Propilenoglicol, Perfume, Óleo de Rícino Hidrogenado Etoxilado, Dissuccinato de Etilenodiamina Trissódico, Lauril Metil Isetionato de Sódio, Benzoato de Sódio, Sorbato de Potássio, Decil Glucosídeo, Carbômer 940, Edetato Dissódico, Aminometilpropanol, Ácido Citrico, Galactoarabinan, Extrato de Semente de Sálvia Hispânica, Trealose, Xilitol, Pantenol, Extrato de Folha de chá verde, Fosfato de Sódio, Caprilil glicol, Cloreto de Guar Hidroxipropiltrimônio, Mentol, Ácido Undecilênico, Óleo de Limão, Óleo da folha de Melaleuca Alternifólia, Óleo do córtex de Amyris Balsamifera, Óleo da folha de Thymus Vulgaris, Cloreto de Sódio, Dimetilidantoína, Linalool, Limonene, Citral, Hidroxicitronelal, Salicilato de Benzila, Corantes CI 19140/ Amarelo de Tartrazina, CI 61570/ Verde Ácido 25.;https://www.lojagrandha.com.br/linha-masculina/symbiotic-hair-beard-shampoo-250-ml
3571;Grandha;Gel de Barbear Shaving Gel 280g;Vita Hominis - Luxury Texture;78.88;"
SHAVING GEL LUXURY TEXTURE VITA HOMINIS
Com máxima transparência para delineamento da barba, o Shaving Gel Luxury Texture é um gel polimérico de alta transparência com extraordinária capacidade de diminuição da tensão superficial entre a lâmina e a pele; confere maior precisão na dinâmica geométrica e na aplicação de linhas e desenhos na barba. Uma fórmula estruturada com polímeros especiais e uma associação de óleos essenciais altamente benéfica à pele, para enriquecer ainda mais a sensação de bem-estar durante o barbear. Óleos essenciais de lavanda francesa, eucalipto globulus, sândalo amyris e patchouli. Uma incomparável experiência aromática para o homem urbano que deseja começar o dia com prazer, conforto e elegância.


INFORMAÇÕES IMPORTANTES

Certificado pela ABT - Academia Brasileira de Tricologia.
Dermatologicamente testado.
Gel de textura fina com máxima transparência para delineamento da barba.
Não testado em animais.
Produto de uso profissional, desenvolvido para as melhores barbearias.





                Largura
            

                5.00 cm
            




                Altura
            

                16.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                320.00 g
            


";7.89831E+12;'7898305625188;"


MODO DE USO
Aplique o Shaving Gel Luxury Texture diretamente nas extremidades da barba e aguarde 3 ou 4 minutos. Logo após o descanso do produto, caso prefira, utilize uma toalha quente para favorecer o relaxamento e a dilatação da pele. Retire a toalha e inicie o ritual de delineamento da barba. Sem pressa, valorize o barbear e aproveite ao máximo esta experiência relaxante, para começar o dia da melhor maneira possível. Ao final do procedimento, retire o excesso do produto e finalize.

";Água, Macrogol, Propilenoglicol, Óleo de Rícino Hidrogenado Etoxilado, Carbômer, Fenoxietanol, Etilhexilglicerina, Aminometilpropanol, Perfume, Edetato Dissódico, Mentol, Óleo de Eucalipto, Óleo do córtex de Amyris Balsamifera, Óleo de Flor de Lavandula Officinalis, Óleo de folha de pogostemon Cablin, Salicilato de Benzila, Linalol, Limoneno.;https://www.lojagrandha.com.br/linha-masculina/shaving-gel-luxury-texture-280-g
